topics, num_imgs, num_hrefs, kw_avg_avg, data_channel_is_tech, data_channel_is_other, shares
Entertainment,3.0,1.0,1953.61396398,0.0,0.0,2200
Technology,1.0,6.0,2801.02955956,1.0,0.0,1900
Lifestyle,3.0,4.0,2733.03361557,0.0,0.0,537
Business,2.0,6.0,2451.38277192,0.0,0.0,1100
World,1.0,6.0,2585.78866952,0.0,0.0,772
Social Media,1.0,9.0,3100.51933009,0.0,0.0,1600
World,1.0,3.0,2400.46986229,0.0,0.0,797
Entertainment,28.0,7.0,4016.18245512,0.0,0.0,13000
Technology,10.0,6.0,2122.22065565,1.0,0.0,587
Technology,2.0,7.0,2043.88231487,1.0,0.0,980
World,2.0,5.0,2407.54792099,0.0,0.0,361
Entertainment,15.0,1.0,3283.16793595,0.0,0.0,653
Other,0.0,4.0,4370.52514106,0.0,1.0,42000
Entertainment,9.0,3.0,5394.79562138,0.0,0.0,2300
Entertainment,1.0,5.0,2645.42983967,0.0,0.0,567
Entertainment,12.0,36.0,2831.78729959,0.0,0.0,783
Entertainment,2.0,3.0,2461.95383789,0.0,0.0,1400
World,1.0,11.0,2634.92816015,0.0,0.0,1300
Entertainment,1.0,5.0,3310.54056869,0.0,0.0,845
World,1.0,6.0,1780.59775496,0.0,0.0,1200
Entertainment,7.0,4.0,3911.85445696,0.0,0.0,2100
World,2.0,9.0,2774.66251956,0.0,0.0,5400
Other,3.0,4.0,4747.40144983,0.0,1.0,1300
Entertainment,0.0,8.0,2890.07261057,0.0,0.0,741
World,1.0,12.0,2663.02207706,0.0,0.0,846
World,1.0,3.0,1877.53462614,0.0,0.0,849
Entertainment,0.0,3.0,2831.81350053,0.0,0.0,6200
Other,26.0,6.0,4193.5342132,0.0,1.0,715
World,0.0,0.0,1638.81864195,0.0,0.0,1700
World,1.0,3.0,1989.50032464,0.0,0.0,771
Technology,2.0,6.0,2437.672005,1.0,0.0,1000
World,17.0,22.0,3215.5264093,0.0,0.0,7200
World,20.0,13.0,2590.08966107,0.0,0.0,2200
Technology,1.0,10.0,1899.03502122,1.0,0.0,1200
Business,1.0,10.0,2845.74964354,0.0,0.0,2300
Other,0.0,4.0,5227.38379296,0.0,1.0,33300
Other,0.0,0.0,4993.0981007,0.0,1.0,1100
World,1.0,2.0,2308.31620242,0.0,0.0,1500
Entertainment,1.0,11.0,3443.81239795,0.0,0.0,790
World,1.0,20.0,2341.02187222,0.0,0.0,928
World,1.0,17.0,2037.5026599,0.0,0.0,704
Technology,9.0,21.0,3632.82260617,1.0,0.0,1300
Business,1.0,10.0,3651.83476842,0.0,0.0,1100
Business,1.0,6.0,3586.64032435,0.0,0.0,991
Technology,0.0,6.0,3487.13441709,1.0,0.0,7000
Other,0.0,5.0,6264.95176408,0.0,1.0,1400
World,3.0,4.0,2415.36365779,0.0,0.0,1800
Technology,3.0,2.0,2657.94328916,1.0,0.0,2300
Technology,3.0,4.0,2313.68356836,1.0,0.0,2000
Technology,3.0,5.0,2479.36664074,1.0,0.0,703
World,1.0,13.0,2393.09267543,0.0,0.0,754
Other,16.0,2.0,5085.34375049,0.0,1.0,4900
Technology,20.0,3.0,2603.42912518,1.0,0.0,7800
World,15.0,8.0,2434.58203672,0.0,0.0,1100
Technology,3.0,5.0,3099.78754758,1.0,0.0,1500
Entertainment,6.0,3.0,4006.47135458,0.0,0.0,3100
Entertainment,1.0,6.0,2600.84609409,0.0,0.0,674
Other,0.0,0.0,3942.89741025,0.0,1.0,530
Entertainment,0.0,0.0,4723.82519869,0.0,0.0,437
Entertainment,1.0,4.0,4274.72669721,0.0,0.0,788
Technology,15.0,13.0,2474.06206694,1.0,0.0,775
Other,1.0,5.0,5173.68052061,0.0,1.0,598
World,1.0,2.0,3497.09572897,0.0,0.0,666
World,8.0,14.0,4538.84749801,0.0,0.0,833
World,1.0,19.0,1512.55974298,0.0,0.0,708
Entertainment,0.0,0.0,4056.41403777,0.0,0.0,512
Entertainment,1.0,2.0,2154.43409404,0.0,0.0,416
Entertainment,1.0,11.0,2217.01310462,0.0,0.0,1200
Technology,2.0,14.0,3250.44450274,1.0,0.0,2400
Other,0.0,0.0,7641.40261967,0.0,1.0,1100
World,1.0,11.0,2440.44168672,0.0,0.0,1500
World,1.0,7.0,3125.13486779,0.0,0.0,2000
Entertainment,1.0,10.0,2443.49965075,0.0,0.0,1700
World,1.0,9.0,2920.65192163,0.0,0.0,1700
World,1.0,11.0,2835.39425252,0.0,0.0,749
World,0.0,4.0,2341.33008563,0.0,0.0,755
Technology,3.0,25.0,2517.25173001,1.0,0.0,1300
Other,0.0,3.0,4251.06309892,0.0,1.0,840
Other,0.0,0.0,5197.17933912,0.0,1.0,481
Other,17.0,21.0,6099.95192363,0.0,1.0,3400
World,1.0,13.0,3119.753572,0.0,0.0,627
Technology,4.0,35.0,3155.39923586,1.0,0.0,4500
Technology,0.0,12.0,3400.69986329,1.0,0.0,1300
Entertainment,1.0,1.0,3358.85750245,0.0,0.0,1200
World,1.0,5.0,2432.73045577,0.0,0.0,729
World,1.0,3.0,3050.02139807,0.0,0.0,833
World,1.0,5.0,1989.12799024,0.0,0.0,742
Other,1.0,7.0,4310.05576344,0.0,1.0,23200
Other,0.0,18.0,5227.29860903,0.0,1.0,3400
Other,11.0,12.0,4512.2949307,0.0,1.0,566
Lifestyle,3.0,27.0,3046.51057868,0.0,0.0,1300
Entertainment,2.0,18.0,2569.78585364,0.0,0.0,802
Entertainment,1.0,6.0,3028.99807412,0.0,0.0,755
Other,0.0,0.0,4634.28964944,0.0,1.0,912
Business,1.0,4.0,2532.57836491,0.0,0.0,2600
Business,1.0,16.0,3382.09901443,0.0,0.0,1700
Business,2.0,3.0,3799.59065007,0.0,0.0,6300
Other,20.0,41.0,4827.93178497,0.0,1.0,1600
Technology,2.0,9.0,2031.94160447,1.0,0.0,901
World,11.0,0.0,3851.99666653,0.0,0.0,964
Entertainment,0.0,3.0,4371.64569689,0.0,0.0,19400
Other,0.0,0.0,5468.12951861,0.0,1.0,1000
World,1.0,3.0,1977.59768317,0.0,0.0,1400
Entertainment,26.0,20.0,2393.49514839,0.0,0.0,892
Technology,9.0,5.0,2487.62795095,1.0,0.0,2300
Entertainment,1.0,6.0,2839.8086629,0.0,0.0,1400
Entertainment,1.0,16.0,2839.8086629,0.0,0.0,600
World,2.0,3.0,1607.59775496,0.0,0.0,699
Technology,2.0,3.0,2386.30242184,1.0,0.0,1500
Technology,0.0,9.0,2570.21884722,1.0,0.0,979
Business,1.0,4.0,3292.9722535,0.0,0.0,1300
World,1.0,7.0,2108.72593624,0.0,0.0,14500
World,3.0,25.0,3460.46226872,0.0,0.0,1100
World,7.0,15.0,1242.36056025,0.0,0.0,759
Entertainment,2.0,38.0,2370.61477193,0.0,0.0,811
Other,0.0,0.0,4377.78228176,0.0,1.0,3200
Other,14.0,18.0,5889.55852219,0.0,1.0,12800
World,1.0,8.0,1511.52217091,0.0,0.0,821
World,1.0,16.0,2035.82547346,0.0,0.0,1000
Other,1.0,33.0,3844.95601797,0.0,1.0,1400
Entertainment,0.0,3.0,2858.34200561,0.0,0.0,701
World,1.0,19.0,1996.16108029,0.0,0.0,4100
Social Media,1.0,6.0,2985.68976032,0.0,0.0,1400
Lifestyle,1.0,18.0,3546.59625716,0.0,0.0,478
Other,16.0,21.0,5974.32315713,0.0,1.0,2300
Other,13.0,6.0,3760.72196195,0.0,1.0,1800
World,1.0,4.0,4895.74244801,0.0,0.0,1000
World,3.0,11.0,3945.47154224,0.0,0.0,707
World,2.0,5.0,1961.69302078,0.0,0.0,623
World,1.0,12.0,2820.2153616,0.0,0.0,812
Business,1.0,11.0,3411.37296422,0.0,0.0,1200
Social Media,1.0,9.0,3879.36245261,0.0,0.0,3000
Technology,1.0,4.0,2834.1187868,1.0,0.0,973
Other,0.0,0.0,4951.77166942,0.0,1.0,1700
Entertainment,1.0,4.0,4229.72108779,0.0,0.0,1100
Business,1.0,7.0,3283.49641859,0.0,0.0,1300
Entertainment,7.0,26.0,2325.32838058,0.0,0.0,1800
Other,0.0,0.0,5292.40981978,0.0,1.0,1500
Technology,1.0,5.0,2751.29219324,1.0,0.0,3600
Social Media,6.0,21.0,3219.39474405,0.0,0.0,1800
World,22.0,23.0,4121.77415264,0.0,0.0,1400
Lifestyle,7.0,16.0,3838.81768702,0.0,0.0,5800
Other,8.0,6.0,3028.50107486,0.0,1.0,1000
World,5.0,9.0,2243.3976964,0.0,0.0,926
Business,1.0,12.0,2830.49927996,0.0,0.0,1800
Entertainment,1.0,8.0,3311.99744225,0.0,0.0,590
World,1.0,8.0,2099.29197801,0.0,0.0,6100
Other,0.0,0.0,4023.22712148,0.0,1.0,820
Entertainment,1.0,2.0,2993.86430129,0.0,0.0,869
World,1.0,16.0,1775.74328168,0.0,0.0,877
World,1.0,17.0,2703.03811407,0.0,0.0,839
Other,12.0,8.0,5341.31192792,0.0,1.0,4400
Other,51.0,52.0,5341.31192792,0.0,1.0,2700
Technology,2.0,5.0,2755.21437567,1.0,0.0,3500
Entertainment,0.0,0.0,7341.67556069,0.0,0.0,1000
World,4.0,0.0,3062.5663852,0.0,0.0,1300
Entertainment,2.0,7.0,2830.9336716,0.0,0.0,674
World,1.0,16.0,2703.03811407,0.0,0.0,3900
Other,2.0,5.0,5416.92050952,0.0,1.0,1900
Other,0.0,3.0,2739.20736316,0.0,1.0,4600
Business,2.0,9.0,3419.34554437,0.0,0.0,1100
Business,1.0,7.0,2594.17530213,0.0,0.0,1200
Business,1.0,8.0,1908.33343545,0.0,0.0,497
World,1.0,18.0,1682.12540466,0.0,0.0,882
Entertainment,2.0,12.0,3261.12175095,0.0,0.0,959
Technology,1.0,9.0,3440.20025254,1.0,0.0,7600
World,0.0,2.0,3920.7360994,0.0,0.0,4400
Technology,2.0,7.0,3481.79635344,1.0,0.0,1400
Technology,19.0,4.0,2717.20518609,1.0,0.0,719
World,3.0,2.0,2401.09945452,0.0,0.0,590
Technology,1.0,7.0,2620.35366887,1.0,0.0,1100
World,1.0,8.0,1900.47760557,0.0,0.0,1000
World,1.0,13.0,2167.87308718,0.0,0.0,853
Business,1.0,10.0,3090.91294604,0.0,0.0,2000
Entertainment,22.0,18.0,3042.31257716,0.0,0.0,625
World,1.0,16.0,2402.78183016,0.0,0.0,863
Entertainment,0.0,4.0,3548.33916675,0.0,0.0,6900
Entertainment,1.0,16.0,2968.64441614,0.0,0.0,1200
Social Media,1.0,8.0,3661.77174644,0.0,0.0,1200
Technology,3.0,8.0,2821.76721017,1.0,0.0,1400
World,1.0,21.0,2417.14536078,0.0,0.0,676
World,1.0,3.0,3412.08623724,0.0,0.0,1300
World,7.0,0.0,2311.00834508,0.0,0.0,1100
Other,0.0,0.0,3865.27213797,0.0,1.0,1900
Entertainment,4.0,1.0,2676.05267839,0.0,0.0,1200
Other,12.0,13.0,4999.65564163,0.0,1.0,2500
World,1.0,10.0,2751.59863061,0.0,0.0,982
Business,1.0,11.0,2813.56825899,0.0,0.0,930
Business,1.0,8.0,2527.77011521,0.0,0.0,2600
Business,1.0,41.0,2813.56825899,0.0,0.0,1500
World,2.0,23.0,2725.4027718,0.0,0.0,2400
World,5.0,2.0,5006.56425705,0.0,0.0,953
Business,1.0,5.0,3329.73610223,0.0,0.0,885
World,1.0,5.0,1666.22325412,0.0,0.0,495
Business,1.0,10.0,1402.89173961,0.0,0.0,1200
Entertainment,0.0,1.0,3481.09829144,0.0,0.0,872
World,0.0,4.0,2775.58625812,0.0,0.0,980
World,1.0,10.0,2574.94276922,0.0,0.0,1300
Other,9.0,5.0,7675.81147245,0.0,1.0,4900
World,1.0,8.0,1974.68365737,0.0,0.0,1100
Technology,1.0,8.0,2798.70406212,1.0,0.0,750
Technology,1.0,15.0,3178.55555941,1.0,0.0,1300
Other,1.0,32.0,4653.34371426,0.0,1.0,1400
Other,1.0,4.0,3209.52148431,0.0,1.0,1700
Social Media,3.0,16.0,2705.97292353,0.0,0.0,6200
World,4.0,26.0,2026.53357681,0.0,0.0,538
Other,2.0,5.0,4388.75829249,0.0,1.0,1800
World,2.0,1.0,2175.43128066,0.0,0.0,2000
Technology,2.0,19.0,3134.61318701,1.0,0.0,2300
World,14.0,31.0,2633.32176845,0.0,0.0,1200
Social Media,1.0,1.0,2926.98126143,0.0,0.0,412
World,1.0,16.0,2474.42309866,0.0,0.0,1000
Other,2.0,13.0,4970.54963297,0.0,1.0,1800
World,1.0,11.0,2713.88720959,0.0,0.0,842
Entertainment,1.0,3.0,2226.38420032,0.0,0.0,637
Entertainment,0.0,1.0,2641.60376869,0.0,0.0,735
World,1.0,3.0,2127.42079466,0.0,0.0,730
World,10.0,0.0,2904.74025802,0.0,0.0,967
World,2.0,14.0,2056.29371954,0.0,0.0,7400
World,19.0,0.0,4607.81281383,0.0,0.0,2000
Technology,1.0,5.0,3937.32557886,1.0,0.0,2000
Social Media,1.0,14.0,3095.28884343,0.0,0.0,2700
World,15.0,0.0,2552.04661684,0.0,0.0,1100
World,0.0,2.0,2601.62954248,0.0,0.0,968
Other,25.0,24.0,7182.79502608,0.0,1.0,680
Technology,7.0,6.0,4099.84932116,1.0,0.0,1300
Other,3.0,3.0,4197.08257261,0.0,1.0,48500
Other,9.0,9.0,3683.25060118,0.0,1.0,714
Other,0.0,0.0,4878.14482515,0.0,1.0,1300
World,6.0,13.0,2795.7523697,0.0,0.0,1200
Other,35.0,3.0,4933.1329997,0.0,1.0,2200
Entertainment,1.0,7.0,4844.86797463,0.0,0.0,1500
Other,0.0,5.0,3969.83052843,0.0,1.0,905
Business,1.0,14.0,3506.9945455,0.0,0.0,3000
World,1.0,3.0,1957.73470959,0.0,0.0,1400
Business,1.0,9.0,3851.58616372,0.0,0.0,3100
Business,1.0,11.0,1975.58501715,0.0,0.0,1100
Entertainment,1.0,2.0,2632.02679866,0.0,0.0,844
World,1.0,11.0,2411.06579196,0.0,0.0,561
World,3.0,3.0,2706.2572609,0.0,0.0,807
Lifestyle,2.0,7.0,2903.55960476,0.0,0.0,1200
World,1.0,5.0,2700.58696846,0.0,0.0,649
Entertainment,0.0,4.0,2015.92537136,0.0,0.0,1500
World,4.0,5.0,2471.01697248,0.0,0.0,731
Other,2.0,2.0,4360.29373753,0.0,1.0,728
World,0.0,4.0,2150.28566419,0.0,0.0,920
Technology,2.0,3.0,2486.17404884,1.0,0.0,1400
World,42.0,5.0,3751.61506239,0.0,0.0,791
Business,1.0,17.0,3144.6919226,0.0,0.0,719
World,4.0,18.0,2427.12384062,0.0,0.0,9700
World,1.0,6.0,2346.82012755,0.0,0.0,1300
Technology,3.0,6.0,2422.25695175,1.0,0.0,1200
Other,6.0,10.0,3714.58731864,0.0,1.0,787
Other,0.0,0.0,4867.33400271,0.0,1.0,2900
World,2.0,4.0,1722.81844568,0.0,0.0,2300
Technology,1.0,5.0,2805.88837624,1.0,0.0,2000
Entertainment,1.0,19.0,2662.34000512,0.0,0.0,724
Other,1.0,49.0,4445.18185339,0.0,1.0,1100
Business,0.0,11.0,2975.19673195,0.0,0.0,734
Other,17.0,4.0,5881.18294064,0.0,1.0,7500
Entertainment,9.0,21.0,2589.65063831,0.0,0.0,5800
Other,0.0,2.0,5318.85278009,0.0,1.0,1200
Business,2.0,7.0,2617.03155864,0.0,0.0,3100
World,1.0,4.0,2635.54846798,0.0,0.0,4100
Other,0.0,0.0,5054.84038931,0.0,1.0,1200
Business,1.0,13.0,3970.01322741,0.0,0.0,3400
Entertainment,1.0,4.0,3455.48946154,0.0,0.0,1300
World,1.0,14.0,2182.70890205,0.0,0.0,2600
Entertainment,1.0,6.0,2922.47071313,0.0,0.0,1900
World,4.0,6.0,2189.93159284,0.0,0.0,1600
World,4.0,19.0,2607.44964684,0.0,0.0,7500
World,1.0,17.0,2222.31389393,0.0,0.0,917
Social Media,2.0,8.0,3345.72138009,0.0,0.0,2600
Technology,6.0,20.0,2717.79380263,1.0,0.0,1500
Other,1.0,9.0,3786.52808473,0.0,1.0,2600
World,6.0,18.0,1723.50369184,0.0,0.0,1200
World,1.0,5.0,1588.70107937,0.0,0.0,1200
Other,14.0,19.0,4387.99181745,0.0,1.0,2300
World,2.0,13.0,2856.88148895,0.0,0.0,1000
World,1.0,27.0,2555.31238211,0.0,0.0,1000
Other,4.0,3.0,4050.74800177,0.0,1.0,2700
Entertainment,0.0,1.0,3833.18751836,0.0,0.0,2600
World,11.0,1.0,4561.81751789,0.0,0.0,1400
Technology,3.0,8.0,2002.33311903,1.0,0.0,3200
Technology,0.0,4.0,4338.73349204,1.0,0.0,5000
Other,0.0,23.0,5186.78231527,0.0,1.0,5700
World,1.0,10.0,3443.07641001,0.0,0.0,3800
Lifestyle,16.0,19.0,3838.58391202,0.0,0.0,5200
World,1.0,24.0,2624.646413,0.0,0.0,16500
World,1.0,13.0,2699.15488856,0.0,0.0,2300
World,7.0,50.0,2552.42449635,0.0,0.0,1400
World,1.0,15.0,2254.81909088,0.0,0.0,1500
Entertainment,1.0,10.0,2288.79771977,0.0,0.0,1900
World,1.0,2.0,2239.43917506,0.0,0.0,1500
Other,17.0,18.0,5891.99842906,0.0,1.0,6500
Lifestyle,0.0,1.0,3463.63308735,0.0,0.0,1100
Other,0.0,0.0,3975.09455203,0.0,1.0,27400
World,2.0,10.0,2296.64339284,0.0,0.0,1400
World,1.0,16.0,2152.7293423,0.0,0.0,1100
World,2.0,15.0,2325.75163652,0.0,0.0,942
Technology,1.0,4.0,3049.98679677,1.0,0.0,2500
World,0.0,7.0,2649.10541649,0.0,0.0,4700
World,1.0,7.0,2531.34307866,0.0,0.0,3900
Business,3.0,19.0,3945.5829863,0.0,0.0,5800
Entertainment,1.0,18.0,2702.74564126,0.0,0.0,4100
Lifestyle,16.0,31.0,4083.0849172,0.0,0.0,3600
World,11.0,4.0,4112.44643094,0.0,0.0,707
Entertainment,6.0,3.0,2989.16457074,0.0,0.0,1100
World,19.0,0.0,2119.98246613,0.0,0.0,1300
World,1.0,3.0,2445.46272731,0.0,0.0,337
Entertainment,1.0,1.0,2708.98204224,0.0,0.0,808
World,2.0,7.0,3161.26914126,0.0,0.0,6700
World,2.0,9.0,2741.99796879,0.0,0.0,1200
Entertainment,2.0,8.0,2543.17358775,0.0,0.0,23000
Entertainment,1.0,3.0,2708.98204224,0.0,0.0,2000
World,1.0,3.0,2128.19971808,0.0,0.0,1200
Business,1.0,15.0,3404.38553273,0.0,0.0,1600
World,1.0,13.0,1852.28382594,0.0,0.0,696
World,3.0,11.0,3494.13120667,0.0,0.0,1100
World,6.0,12.0,2193.07603935,0.0,0.0,1000
World,1.0,16.0,1404.91594921,0.0,0.0,3500
Other,10.0,1.0,6342.3744475,0.0,1.0,4500
Entertainment,1.0,12.0,3542.14329435,0.0,0.0,2500
World,1.0,9.0,2751.99403711,0.0,0.0,1600
World,0.0,7.0,2405.2599099,0.0,0.0,2800
World,1.0,2.0,2085.90913905,0.0,0.0,754
Entertainment,1.0,1.0,2708.98204224,0.0,0.0,1200
World,2.0,4.0,2372.22912085,0.0,0.0,1300
Other,1.0,5.0,5593.29252002,0.0,1.0,3800
World,4.0,8.0,4941.9957995,0.0,0.0,9100
World,3.0,6.0,2672.30779401,0.0,0.0,793
World,1.0,4.0,2383.67185572,0.0,0.0,792
World,4.0,9.0,3194.93576511,0.0,0.0,1200
World,1.0,5.0,2470.09518673,0.0,0.0,3400
World,1.0,3.0,2358.44647371,0.0,0.0,808
Other,1.0,28.0,3436.28941335,0.0,1.0,15100
World,1.0,7.0,1492.13636439,0.0,0.0,1100
Entertainment,12.0,10.0,3531.94204948,0.0,0.0,1400
Other,21.0,27.0,5432.53645224,0.0,1.0,922
World,1.0,3.0,1711.68435966,0.0,0.0,963
Other,11.0,15.0,4744.75465475,0.0,1.0,3900
Lifestyle,2.0,6.0,3359.49576214,0.0,0.0,941
Other,16.0,23.0,4864.91735233,0.0,1.0,2800
World,1.0,14.0,2886.18487199,0.0,0.0,1700
Entertainment,1.0,7.0,3366.94167592,0.0,0.0,798
Technology,17.0,26.0,2862.0569058,1.0,0.0,3000
Entertainment,1.0,2.0,2885.27955576,0.0,0.0,942
Technology,1.0,13.0,3001.03190209,1.0,0.0,2400
Business,2.0,3.0,2495.39407708,0.0,0.0,1200
Business,1.0,11.0,3356.68649442,0.0,0.0,6300
Other,15.0,19.0,4596.63741581,0.0,1.0,1600
World,6.0,5.0,1571.91461573,0.0,0.0,2300
World,1.0,14.0,3182.17363186,0.0,0.0,621
World,5.0,17.0,1922.69021905,0.0,0.0,902
World,2.0,14.0,2661.9759683,0.0,0.0,1500
World,1.0,2.0,2840.86704025,0.0,0.0,991
Other,0.0,0.0,4381.56691006,0.0,1.0,1100
Other,0.0,3.0,6705.79503486,0.0,1.0,394
Technology,15.0,16.0,3333.92687792,1.0,0.0,4500
World,1.0,26.0,1901.43063763,0.0,0.0,10800
World,1.0,15.0,2224.80974323,0.0,0.0,1000
Entertainment,1.0,10.0,3012.03026248,0.0,0.0,1000
Business,1.0,18.0,1589.43149055,0.0,0.0,2200
Technology,2.0,7.0,3121.72664947,1.0,0.0,2700
Technology,2.0,12.0,3366.45988836,1.0,0.0,1100
Technology,3.0,5.0,2717.41924351,1.0,0.0,4100
Technology,2.0,3.0,3125.96152487,1.0,0.0,3700
Technology,17.0,13.0,2565.39911536,1.0,0.0,1600
Technology,13.0,10.0,2345.45459116,1.0,0.0,660
World,2.0,12.0,2114.37818302,0.0,0.0,894
World,1.0,1.0,2209.49268532,0.0,0.0,839
Entertainment,1.0,9.0,2823.82207,0.0,0.0,2500
Entertainment,2.0,5.0,2557.68149681,0.0,0.0,2400
Entertainment,2.0,4.0,2510.19294312,0.0,0.0,969
Business,1.0,1.0,1783.7053197,0.0,0.0,478
Other,1.0,16.0,3234.71935441,0.0,1.0,762
Entertainment,1.0,9.0,2818.92361583,0.0,0.0,935
Technology,1.0,3.0,2141.20011998,1.0,0.0,1400
Entertainment,1.0,4.0,2882.88163197,0.0,0.0,532
Entertainment,2.0,8.0,3431.07806521,0.0,0.0,968
Other,1.0,12.0,3674.57176617,0.0,1.0,700
Technology,0.0,6.0,3081.6764102,1.0,0.0,1100
Other,0.0,0.0,4511.15189545,0.0,1.0,3600
Social Media,1.0,5.0,2430.99393006,0.0,0.0,1100
Technology,2.0,15.0,3530.95978261,1.0,0.0,1400
World,10.0,17.0,1199.72649876,0.0,0.0,930
World,6.0,12.0,1713.89499822,0.0,0.0,649
World,12.0,41.0,2259.05299751,0.0,0.0,835
Technology,2.0,6.0,2744.62876234,1.0,0.0,4100
Business,1.0,3.0,2714.08290995,0.0,0.0,2200
Lifestyle,2.0,5.0,3793.27228909,0.0,0.0,686
Social Media,1.0,52.0,4291.9135062,0.0,0.0,1900
Lifestyle,1.0,4.0,3018.23178575,0.0,0.0,4700
World,3.0,4.0,2533.72110761,0.0,0.0,1200
Other,0.0,5.0,3808.51423881,0.0,1.0,1800
Other,13.0,10.0,6021.3027753,0.0,1.0,4900
Other,1.0,0.0,5049.57673694,0.0,1.0,5300
Entertainment,1.0,17.0,2451.68312169,0.0,0.0,532
Business,2.0,3.0,2854.89282833,0.0,0.0,1300
World,11.0,12.0,2126.39694849,0.0,0.0,1000
Business,2.0,5.0,2683.36104031,0.0,0.0,1400
World,1.0,8.0,1880.32067887,0.0,0.0,750
Entertainment,4.0,12.0,3025.93159915,0.0,0.0,971
World,2.0,5.0,1686.48487222,0.0,0.0,1300
World,1.0,2.0,2639.34693907,0.0,0.0,4000
Technology,1.0,5.0,2495.38371152,1.0,0.0,1200
Technology,8.0,13.0,2441.50582168,1.0,0.0,1700
Other,0.0,0.0,5084.11069872,0.0,1.0,1500
Entertainment,2.0,4.0,2998.71350196,0.0,0.0,578
World,1.0,8.0,2584.20850831,0.0,0.0,983
Entertainment,0.0,5.0,3353.47819226,0.0,0.0,717
Entertainment,26.0,14.0,2152.86240761,0.0,0.0,4700
Entertainment,27.0,29.0,3083.18946702,0.0,0.0,11900
Entertainment,1.0,8.0,3661.17678548,0.0,0.0,1200
Entertainment,2.0,2.0,2072.47675038,0.0,0.0,495
World,2.0,11.0,2844.70357984,0.0,0.0,1000
World,6.0,1.0,2127.90586182,0.0,0.0,1900
Entertainment,1.0,32.0,2542.2434056,0.0,0.0,1700
Entertainment,2.0,21.0,2077.60220937,0.0,0.0,1600
Business,1.0,12.0,5220.37913708,0.0,0.0,1200
Technology,2.0,8.0,2240.58657179,1.0,0.0,2400
Business,1.0,4.0,5380.89366557,0.0,0.0,944
World,1.0,1.0,2456.41298787,0.0,0.0,831
Entertainment,1.0,13.0,3894.71716376,0.0,0.0,1400
World,0.0,2.0,1380.84790134,0.0,0.0,1900
Entertainment,0.0,4.0,3350.65882557,0.0,0.0,774
World,1.0,9.0,1747.20477695,0.0,0.0,5300
Entertainment,11.0,28.0,2814.3603261,0.0,0.0,686
Business,2.0,7.0,2434.18986042,0.0,0.0,1700
Business,1.0,6.0,3515.15698094,0.0,0.0,3400
Technology,1.0,7.0,3222.66588007,1.0,0.0,1700
Entertainment,3.0,10.0,3389.05093774,0.0,0.0,523
Other,0.0,0.0,4498.21915341,0.0,1.0,8800
Business,1.0,6.0,2598.49715868,0.0,0.0,1500
Other,1.0,0.0,5101.65217182,0.0,1.0,21500
Entertainment,12.0,6.0,3382.89156285,0.0,0.0,1300
Other,1.0,11.0,3833.78460011,0.0,1.0,13000
World,8.0,10.0,1384.22551508,0.0,0.0,1300
Other,0.0,0.0,5239.49012835,0.0,1.0,889
World,2.0,21.0,1572.50538297,0.0,0.0,807
Entertainment,17.0,2.0,2710.10007617,0.0,0.0,1100
World,1.0,5.0,2241.80236748,0.0,0.0,115700
Entertainment,0.0,5.0,4197.20111403,0.0,0.0,1500
Technology,6.0,25.0,4064.59763265,1.0,0.0,2500
Entertainment,1.0,7.0,2833.7804031,0.0,0.0,503
Entertainment,0.0,2.0,2118.20880074,0.0,0.0,974
Entertainment,1.0,22.0,2814.3603261,0.0,0.0,841
Entertainment,0.0,1.0,2492.35721201,0.0,0.0,1200
Entertainment,1.0,3.0,2906.81368556,0.0,0.0,1200
World,2.0,8.0,1966.94319832,0.0,0.0,1200
Technology,4.0,8.0,2896.63935503,1.0,0.0,5800
World,1.0,7.0,2284.81355019,0.0,0.0,1200
World,1.0,2.0,2352.34401873,0.0,0.0,980
World,0.0,0.0,2815.30148112,0.0,0.0,1000
World,1.0,11.0,2633.30696491,0.0,0.0,1500
World,3.0,34.0,2504.55299072,0.0,0.0,892
Technology,2.0,4.0,2678.4058956,1.0,0.0,2100
World,1.0,17.0,2237.8651375,0.0,0.0,1400
Entertainment,0.0,3.0,3290.48463425,0.0,0.0,997
Social Media,2.0,8.0,2552.20231217,0.0,0.0,1300
World,14.0,18.0,2022.79538046,0.0,0.0,754
Other,0.0,0.0,4146.78823976,0.0,1.0,6700
World,7.0,9.0,2528.28583718,0.0,0.0,2200
World,1.0,1.0,2185.52593132,0.0,0.0,750
Other,0.0,10.0,3340.32042076,0.0,1.0,1600
Entertainment,1.0,14.0,2814.3603261,0.0,0.0,851
Business,1.0,9.0,3402.97143931,0.0,0.0,4400
Other,0.0,16.0,5606.89123128,0.0,1.0,6500
Other,1.0,6.0,4456.75161446,0.0,1.0,2800
Other,0.0,0.0,6355.98644915,0.0,1.0,2300
Other,4.0,6.0,6710.37222906,0.0,1.0,25500
Other,0.0,0.0,5118.66059065,0.0,1.0,25000
Technology,2.0,5.0,3427.18334588,1.0,0.0,1000
Entertainment,1.0,7.0,3075.92922482,0.0,0.0,823
Entertainment,0.0,0.0,4739.16803937,0.0,0.0,4600
Business,2.0,9.0,2327.13436062,0.0,0.0,1100
Social Media,1.0,19.0,3368.47308831,0.0,0.0,2200
Technology,2.0,9.0,2683.00441223,1.0,0.0,1600
